sigma,gn,i,kappa0,psi,rF,rF_tilde,rF_eff,phi2,phi1,feasible,reason,r_star,d_star,omega_star,e_star,f_star,Z_star,maxReEig,maxImEig,a1,a2,a3,H,stable,oscillatory,rh_ok,period,econ_ok,regime,score
2.25,0.05,0.081,-0.003163842037659126,0,0.039,-0,0.039,0.7,0.7765946443637374,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.9400000000000001,0.652764158829104,0.9999985224313045,0.08488375144458714,0.5453516415116988,-0.12112445984232391,0.2963556562078166,0.01481733557833585,-0.050713254357725085,FALSE,TRUE,FALSE,11.521346648490468,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0,0.039,-0,0.039,0.75,0.8297860551313601,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,0.652764158829104,0.9999985224313045,0.08492343984812534,0.5636646352404916,-0.12112182909373415,0.31665401384855535,0.01583222151522602,-0.05418593486243567,FALSE,TRUE,FALSE,11.14702770823793,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0,0.039,-0,0.039,0.8,0.8829774658989827,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,0.652764158829104,0.9999985224313045,0.08495844630328343,0.5814000227608292,-0.12111919834514438,0.33695237148929436,0.016847107452116178,-0.057658508567394795,FALSE,TRUE,FALSE,10.806991849335208,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0,0.039,-0,0.039,0.8500000000000001,0.9361688766666053,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,0.652764158829104,0.9999985224313045,0.08498953001071045,0.598609312867144,-0.12111656759655462,0.35725072913003314,0.01786199338900633,-0.06113097547260242,FALSE,TRUE,FALSE,10.49630397008889,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0,0.039,-0,0.039,0.9,0.9893602874342278,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,0.652764158829104,0.9999985224313045,0.08501729433236449,0.6153367771749463,-0.12111393684796486,0.3775490867707719,0.018876879325896493,-0.06460333557805857,FALSE,TRUE,FALSE,10.210969895259836,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0,0.041999999999999996,-0,0.041999999999999996,0.5,0.563829268829922,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,0.735989533903674,0.9999990254002534,0.08465750525209638,0.46491906151830953,-0.1211421669418568,0.21516024144480086,0.010757796935343898,-0.03682277482370018,FALSE,TRUE,FALSE,13.514578831550319,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0,0.041999999999999996,-0,0.041999999999999996,0.55,0.6170207063512122,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,0.735989533903674,0.9999990254002534,0.08472948573042152,0.4862790916483011,-0.12114025460378441,0.23545840066553375,0.011772683382690921,-0.04029617398791356,FALSE,TRUE,FALSE,12.92094481356782,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0,0.041999999999999996,-0,0.041999999999999996,0.6,0.6702121438725022,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,0.735989533903674,0.9999990254002534,0.08479066048095218,0.5067367443753218,-0.12113834226571203,0.2557565598862665,0.012787569830037938,-0.043769495518241566,FALSE,TRUE,FALSE,12.399308668498401,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0,0.041999999999999996,-0,0.041999999999999996,0.65,0.7234035813937923,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,0.735989533903674,0.9999990254002534,0.08484326813061342,0.5263977947700548,-0.12113642992763965,0.2760547191069993,0.013802456277384976,-0.047242739414684244,FALSE,TRUE,FALSE,11.936192304764987,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0,0.041999999999999996,-0,0.041999999999999996,0.7,0.7765950189150823,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,0.735989533903674,0.9999990254002534,0.08488896822948362,0.5453488064336636,-0.12113451758956728,0.2963528783277321,0.014817342724731996,-0.05071590567724155,FALSE,TRUE,FALSE,11.521406543948997,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0,0.041999999999999996,-0,0.041999999999999996,0.75,0.8297864564363725,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,0.735989533903674,0.9999990254002534,0.08492901729170221,0.5636616939538126,-0.1211326052514949,0.31665103754846485,0.015832229172079017,-0.05418899430591349,FALSE,TRUE,FALSE,11.14708587540533,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0,0.041999999999999996,-0,0.041999999999999996,0.8,0.8829778939576626,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,0.735989533903674,0.9999990254002534,0.08496438424444906,0.5813969788933612,-0.12113069291342252,0.33694919676919777,0.016847115619426048,-0.05766200530070012,FALSE,TRUE,FALSE,10.807048428664157,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0,0.041999999999999996,-0,0.041999999999999996,0.8500000000000001,0.9361693314789528,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,0.735989533903674,0.9999990254002534,0.0849958283137749,0.5986061697033255,-0.12112878057535013,0.35724735598993057,0.017862002066773075,-0.06113493866160137,FALSE,TRUE,FALSE,10.496359084126361,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0,0.041999999999999996,-0,0.041999999999999996,0.9,0.9893607690002427,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,0.735989533903674,0.9999990254002534,0.08502395288195999,0.6153335377063344,-0.12112686823727777,0.3775455152106634,0.0188768885141201,-0.06460779438861727,FALSE,TRUE,FALSE,10.211023651660952,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0,0.045,-0,0.045,0.5,0.5638294629649458,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.9399999999999998,0.8298258822717656,0.9999993903740981,0.08466059946343446,0.46491727935293575,-0.12114809432435135,0.21515876591511615,0.01075780063941759,-0.03682387510721311,FALSE,TRUE,FALSE,13.514630636926253,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0,0.045,-0,0.045,0.55,0.6170209198997384,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,0.8298258822717656,0.9999993903740981,0.08473287813862812,0.4862772148647362,-0.12114677472452842,0.23545677758288056,0.01177268745717199,-0.040297516648368614,FALSE,TRUE,FALSE,12.920994681865423,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0,0.045,-0,0.045,0.6,0.6702123768345308,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,0.8298258822717656,0.9999993903740981,0.08479435082518796,0.506734777374513,-0.1211454551247055,0.255754789250645,0.01278757427492639,-0.04377110461901891,FALSE,TRUE,FALSE,12.399356799100975,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0,0.045,-0,0.045,0.65,0.7234038337693233,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,0.8298258822717656,0.9999993903740981,0.08484725620224404,0.5263957414008962,-0.12114413552488258,0.2760528009184092,0.013802461092680776,-0.047244639019163974,FALSE,TRUE,FALSE,11.936238865569381,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0,0.045,-0,0.045,0.7,0.7765952907041157,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,0.8298258822717656,0.9999993903740981,0.08489325385899996,0.5453466700984237,-0.12114281592505965,0.2963508125861736,0.014817347910435175,-0.05071811984880385,FALSE,TRUE,FALSE,11.521451677784338,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0,0.045,-0,0.045,0.75,0.8297867476389081,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,0.8298258822717656,0.9999993903740981,0.08493360033950122,0.563659477687544,-0.12114149632523673,0.31664882425393787,0.015832234728189565,-0.05419154710793851,FALSE,TRUE,FALSE,11.147129704900614,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0,0.045,-0,0.045,0.8,0.8829782045737007,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,0.8298258822717656,0.9999993903740981,0.08496926459418136,0.5813946854249659,-0.1211401767254138,0.3369468359217023,0.016847121545943967,-0.05766492079656799,FALSE,TRUE,FALSE,10.807091059986112,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0,0.045,-0,0.045,0.8500000000000001,0.9361696615084931,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,0.8298258822717656,0.9999993903740981,0.08500100586744692,0.598603801503368,-0.12113885712559089,0.35724484758946656,0.01786200836369836,-0.061138240914692235,FALSE,TRUE,FALSE,10.496400609885258,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0,0.045,-0,0.045,0.9,0.9893611184432856,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,0.8298258822717656,0.9999993903740981,0.08502942755626293,0.6153310970250777,-0.12113753752576796,0.37754285925723097,0.01887689518145276,-0.06461150746231131,FALSE,TRUE,FALSE,10.211064153196073,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0,0.048,-0,0.048,0.5,0.56382959617681,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,0.9356260696204933,0.9999996408124028,0.08466299395700283,0.46491600602680166,-0.12115270398519515,0.2151577263133687,0.010757803181084487,-0.036824743507255675,FALSE,TRUE,FALSE,13.514667651208745,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0,0.048,-0,0.048,0.55,0.617021066432789,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,0.9356260696204933,0.9999996408124028,0.08473550436266575,0.48627587404589395,-0.12115184535145661,0.23545563402095832,0.011772690253005568,-0.040298574813041874,FALSE,TRUE,FALSE,12.92103030919973,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0,0.048,-0,0.048,0.6,0.6702125366887678,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.9399999999999998,0.9356260696204933,0.9999996408124028,0.08479720860152712,0.5067333722012144,-0.12115098671771805,0.25575354172854786,0.012787577324926646,-0.0437723712618913,FALSE,TRUE,FALSE,12.399391182557936,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0,0.048,-0,0.048,0.65,0.7234040069447467,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.9399999999999998,0.9356260696204933,0.9999996408124028,0.0848503453884036,0.5263942746175925,-0.12115012808397951,0.27605144943613746,0.013802464396847739,-0.04724613285380398,FALSE,TRUE,FALSE,11.936272125573756,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0,0.048,-0,0.048,0.7,0.7765954772007254,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,0.9356260696204933,0.9999996408124028,0.08489657433923857,0.5453451441310238,-0.12114926945024097,0.29634935714372707,0.014817351468768815,-0.0507198595887799,FALSE,TRUE,FALSE,11.521483916743188,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0,0.048,-0,0.048,0.75,0.8297869474567043,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,0.9356260696204933,0.9999996408124028,0.08493715201851036,0.563657894700073,-0.12114841081650243,0.31664726485131656,0.015832238540689898,-0.05419355146681905,FALSE,TRUE,FALSE,11.147161010710088,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0,0.048,-0,0.048,0.8,0.8829784177126834,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,0.9356260696204933,0.9999996408124028,0.08497304739253896,0.5813930473631396,-0.12114755218276389,0.3369451725589062,0.01684712561261098,-0.05766720848792146,FALSE,TRUE,FALSE,10.807121508721952,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0,0.048,-0,0.048,0.8500000000000001,0.9361698879686623,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,0.9356260696204933,0.9999996408124028,0.08500501971826842,0.5986021101286976,-0.12114669354902534,0.3572430802664959,0.01786201268453207,-0.061140830652087114,FALSE,TRUE,FALSE,10.496430267893178,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0,0.048,-0,0.048,0.9,0.9893613582246411,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,0.9356260696204933,0.9999996408124028,0.085033672402692,0.6153293539419981,-0.1211458349152868,0.3775409879740855,0.018876899756453153,-0.064614417959316,FALSE,TRUE,FALSE,10.211093078734953,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0,0.051000000000000004,-0,0.051000000000000004,0.5,0.5638296820063713,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.9399999999999998,1.0549154477526925,0.9999998021719779,0.08466473073896641,0.4649151495495682,-0.12115606186117164,0.21515703709713138,0.010757804818702539,-0.036825384115108994,FALSE,TRUE,FALSE,13.514692548236024,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0,0.051000000000000004,-0,0.051000000000000004,0.55,0.6170211608453063,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,1.0549154477526925,0.9999998021719779,0.08473740983733376,0.48627497224693605,-0.12115553901503075,0.23545487588309724,0.011772692054385426,-0.040299354455719236,FALSE,TRUE,FALSE,12.921054271304163,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0,0.051000000000000004,-0,0.051000000000000004,0.6,0.6702126396842413,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,1.0549154477526925,0.9999998021719779,0.08479928265468845,0.5067324271872037,-0.12115501616888986,0.2557527146690631,0.012787579290068313,-0.04377330357103613,FALSE,TRUE,FALSE,12.399414306395613,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0,0.051000000000000004,-0,0.051000000000000004,0.65,0.7234041185231763,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.9400000000000001,1.0549154477526925,0.9999998021719779,0.08485258792874344,0.5263932882307508,-0.12115449332274897,0.276050553455029,0.01380246652575121,-0.04724723146105968,FALSE,TRUE,FALSE,11.936294492465635,TRUE,unstable_oscillatory,0.5
2.25,0.05,0.081,-0.003163842037659126,0,0.051000000000000004,-0,0.051000000000000004,0.7,0.7765955973621113,TRUE,OK,0.01039426523297492,4.032258064516128,0.65,0.94,1.0549154477526925,0.9999998021719779,0.08489898529259261,0.5453441179996946,-0.12115397047660807,0.2963483922409948,0.014817353761434102,-0.05072113812578986,FALSE,TRUE,FALSE,11.5215055958174,TRUE,unstable_oscillatory,0.5
