phi1,i,ok,reason,a1,a2,a3,H,feasible_RH,hopf_band
0.03,0.03597122302158273,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.03669064748201439,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.03741007194244604,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.038129496402877695,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.03884892086330936,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.03956834532374101,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.040287769784172665,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.04100719424460432,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.041726618705035974,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.04244604316546763,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.04316546762589928,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.04388489208633094,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.04460431654676259,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.045323741007194246,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.0460431654676259,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.046762589928057555,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.04748201438848921,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.04820143884892086,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.04892086330935252,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.04964028776978417,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.050359712230215826,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.05107913669064748,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.051798561151079135,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.05251798561151079,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.053237410071942444,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.053956834532374105,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.05467625899280576,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.055395683453237414,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.05611510791366907,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.05683453237410072,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.05755395683453238,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.05827338129496403,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.058992805755395686,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.05971223021582734,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.060431654676258995,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.06115107913669065,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.0618705035971223,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.06258992805755396,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.06330935251798561,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.06402877697841727,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.06474820143884892,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.06546762589928058,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.06618705035971223,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.06690647482014389,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.06762589928057554,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.0683453237410072,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.06906474820143885,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.06978417266187051,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.07050359712230216,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.07122302158273382,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.07194244604316546,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.07266187050359713,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.07338129496402877,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.07410071942446043,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.07482014388489208,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.07553956834532374,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.07625899280575539,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.07697841726618705,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.07769784172661871,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.07841726618705036,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.07913669064748202,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.07985611510791367,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.08057553956834533,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.08129496402877698,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.08201438848920864,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.08273381294964029,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.08345323741007195,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.0841726618705036,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.08489208633093526,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.0856115107913669,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.08633093525179857,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.08705035971223021,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.08776978417266187,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.08848920863309352,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.08920863309352518,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.08992805755395683,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.09064748201438849,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.09136690647482014,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.0920863309352518,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.09280575539568346,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.09352517985611511,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.09424460431654677,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.09496402877697842,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.09568345323741008,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.09640287769784173,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.09712230215827339,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.09784172661870504,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.0985611510791367,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.09928057553956834,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03,0.1,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,7.194244604316547e-4,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.0014388489208633094,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.002158273381294964,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.0028776978417266188,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.0035971223021582736,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.004316546762589928,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.005035971223021583,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.0057553956834532375,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.006474820143884892,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.007194244604316547,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.007913669064748202,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.008633093525179856,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.00935251798561151,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.010071942446043166,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.01079136690647482,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.011510791366906475,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.01223021582733813,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.012949640287769784,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.01366906474820144,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.014388489208633094,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.015107913669064749,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.015827338129496403,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.016546762589928057,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.017266187050359712,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.017985611510791366,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.01870503597122302,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.01942446043165468,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.020143884892086333,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.020863309352517987,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.02158273381294964,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.022302158273381296,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.02302158273381295,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.023741007194244605,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.02446043165467626,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.025179856115107913,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.025899280575539568,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.026618705035971222,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.02733812949640288,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.028057553956834534,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.02877697841726619,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.029496402877697843,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.030215827338129497,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.03093525179856115,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.031654676258992806,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.03237410071942446,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.033093525179856115,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.03381294964028777,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.034532374100719423,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.03525179856115108,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.03597122302158273,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.03669064748201439,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.03741007194244604,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.038129496402877695,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.03884892086330936,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.03956834532374101,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.040287769784172665,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.04100719424460432,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.041726618705035974,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.04244604316546763,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.04316546762589928,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.04388489208633094,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.04460431654676259,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.045323741007194246,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.0460431654676259,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.046762589928057555,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.04748201438848921,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.04820143884892086,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.04892086330935252,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.04964028776978417,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.050359712230215826,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.05107913669064748,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.051798561151079135,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.05251798561151079,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.053237410071942444,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.053956834532374105,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.05467625899280576,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.055395683453237414,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.05611510791366907,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.05683453237410072,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.05755395683453238,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.05827338129496403,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.058992805755395686,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.05971223021582734,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.060431654676258995,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.06115107913669065,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.0618705035971223,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.06258992805755396,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.06330935251798561,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.06402877697841727,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.06474820143884892,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.06546762589928058,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.06618705035971223,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.06690647482014389,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.06762589928057554,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.0683453237410072,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.06906474820143885,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.06978417266187051,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.07050359712230216,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.07122302158273382,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.07194244604316546,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.07266187050359713,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.07338129496402877,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.07410071942446043,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.07482014388489208,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.07553956834532374,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.07625899280575539,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.07697841726618705,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.07769784172661871,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.07841726618705036,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.07913669064748202,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.07985611510791367,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.08057553956834533,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.08129496402877698,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.08201438848920864,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.08273381294964029,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.08345323741007195,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.0841726618705036,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.08489208633093526,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.0856115107913669,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
0.03158273381294964,0.08633093525179857,FALSE,"e* not in (0,1)",NA,NA,NA,NA,FALSE,FALSE
