"rF_bar","H","a1","a2","a3","okRH"
0.147,-0.000298629374160143,0.00333622647194597,0.0112018528815687,0.000336001292278477,TRUE
0.148,-0.000298629350002909,0.00333622451102222,0.0112018706071768,0.000336001305291871,TRUE
0.149,-0.000298629328656575,0.00333622233645764,0.0112018881742292,0.000336001318193939,TRUE
0.15,-0.000298629310019901,0.00333621995695701,0.0112019055840893,0.000336001330985488,TRUE
0.151,-0.000298629293995225,0.00333621738090237,0.011201922838136,0.000336001343667342,TRUE
0.152,-0.000298629280488334,0.00333621461636523,0.0112019399377624,0.000336001356240343,TRUE
0.153,-0.000298629269408339,0.00333621167111829,0.011201956884373,0.000336001368705348,TRUE
0.154,-0.00029862926066755,0.0033362085526467,0.0112019736793821,0.000336001381063228,TRUE
0.155,-0.000298629254181365,0.00333620526815893,0.0112019903242115,0.000336001393314864,TRUE
0.156,-0.00029862924986815,0.00333620182459727,0.0112020068202894,0.000336001405461151,TRUE
0.157,-0.000298629247649137,0.00333619822864781,0.0112020231690481,0.000336001417502987,TRUE
0.158,-0.000298629247448315,0.00333619448675018,0.0112020393719231,0.000336001429441283,TRUE
0.159,-0.000298629249192331,0.00333619060510682,0.011202055430351,0.000336001441276954,TRUE
0.16,-0.000298629252810392,0.00333618658969195,0.0112020713457691,0.00033600145301092,TRUE
0.161,-0.000298629258234173,0.00333618244626015,0.0112020871196136,0.000336001464644105,TRUE
0.162,-0.000298629265397725,0.00333617818035467,0.0112021027533185,0.000336001476177437,TRUE
0.163,-0.000298629274237389,0.00333617379731533,0.0112021182483149,0.000336001487611846,TRUE
0.164,-0.000298629284691717,0.00333616930228624,0.0112021336060298,0.000336001498948262,TRUE
0.165,-0.000298629296701383,0.00333616470022308,0.0112021488278853,0.000336001510187619,TRUE
0.166,-0.000298629310209114,0.00333615999590022,0.0112021639152979,0.000336001521330847,TRUE
0.167,-0.00029862932515961,0.00333615519391749,0.0112021788696774,0.000336001532378878,TRUE
0.168,-0.000298629341499479,0.00333615029870669,0.0112021936924269,0.000336001543332639,TRUE
0.169,-0.000298629359177159,0.00333614531453792,0.0112022083849413,0.000336001554193059,TRUE
0.17,-0.000298629378142861,0.00333614024552555,0.0112022229486075,0.000336001564961061,TRUE
0.171,-0.0002986293983485,0.00333613509563406,0.0112022373848035,0.000336001575637567,TRUE
0.172,-0.000298629419747634,0.0033361298686836,0.0112022516948979,0.000336001586223494,TRUE
0.173,-0.000298629442295407,0.00333612456835535,0.0112022658802496,0.000336001596719757,TRUE
0.174,-0.000298629465948492,0.00333611919819666,0.0112022799422073,0.000336001607127263,TRUE
0.175,-0.000298629490665033,0.00333611376162602,0.0112022938821092,0.000336001617446917,TRUE
0.176,-0.000298629516404599,0.00333610826193778,0.0112023077012829,0.000336001627679618,TRUE
0.177,-0.000298629543128126,0.00333610270230677,0.0112023214010445,0.000336001637826259,TRUE
0.178,-0.000298629570797873,0.00333609708579267,0.0112023349826991,0.000336001647887729,TRUE
0.179,-0.000298629599377375,0.00333609141534425,0.0112023484475398,0.000336001657864907,TRUE
0.18,-0.000298629628831396,0.00333608569380341,0.0112023617968483,0.000336001667758671,TRUE
0.181,-0.000298629659125886,0.00333607992390914,0.011202375031894,0.000336001677569888,TRUE
0.182,-0.000298629690227941,0.00333607410830121,0.0112023881539343,0.000336001687299421,TRUE
0.183,-0.00029862972210576,0.00333606824952385,0.0112024011642144,0.000336001696948125,TRUE
0.184,-0.00029862975472861,0.00333606235002918,0.011202414063967,0.000336001706516847,TRUE
0.185,-0.000298629788066785,0.00333605641218056,0.0112024268544122,0.00033600171600643,TRUE
0.186,-0.000298629822091571,0.00333605043825583,0.0112024395367578,0.000336001725417706,TRUE
0.187,-0.000298629856775214,0.00333604443045038,0.0112024521121988,0.000336001734751502,TRUE
0.188,-0.000298629892090885,0.00333603839088011,0.0112024645819176,0.000336001744008637,TRUE
0.189,-0.000298629928012645,0.00333603232158434,0.0112024769470839,0.000336001753189921,TRUE
0.19,-0.000298629964515421,0.00333602622452852,0.0112024892088546,0.000336001762296158,TRUE
0.191,-0.000298630001574968,0.00333602010160689,0.0112025013683742,0.000336001771328143,TRUE
0.192,-0.000298630039167849,0.00333601395464505,0.011202513426774,0.000336001780286666,TRUE
0.193,-0.0002986300772714,0.00333600778540236,0.0112025253851729,0.000336001789172504,TRUE
0.194,-0.000298630115863708,0.00333600159557437,0.0112025372446772,0.000336001797986432,TRUE
0.195,-0.000298630154923582,0.00333599538679505,0.0112025490063802,0.000336001806729212,TRUE
0.196,-0.000298630194430534,0.00333598916063897,0.0112025606713632,0.000336001815401602,TRUE
0.197,-0.000298630234364749,0.00333598291862344,0.0112025722406943,0.00033600182400435,TRUE
0.198,-0.000298630274707064,0.0033359766622105,0.0112025837154296,0.000336001832538196,TRUE
0.199,-0.000298630315438948,0.0033359703928089,0.0112025950966125,0.000336001841003873,TRUE
0.2,-0.000298630356542479,0.00333596411177597,0.0112026063852742,0.000336001849402106,TRUE
