"lambda","ok","H","maxRe","stable_RH","e_star","omega_star","d_star","r_star","msg"
106,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.194670 (needs d*>0).
"
107,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.211543 (needs d*>0).
"
108,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.228103 (needs d*>0).
"
109,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.244358 (needs d*>0).
"
110,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.260319 (needs d*>0).
"
111,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.275992 (needs d*>0).
"
112,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.291385 (needs d*>0).
"
113,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.306505 (needs d*>0).
"
114,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.321360 (needs d*>0).
"
115,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.335957 (needs d*>0).
"
116,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.350302 (needs d*>0).
"
117,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.364402 (needs d*>0).
"
118,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.378263 (needs d*>0).
"
119,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.391891 (needs d*>0).
"
120,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.405292 (needs d*>0).
"
121,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.418472 (needs d*>0).
"
122,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.431435 (needs d*>0).
"
123,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.444188 (needs d*>0).
"
124,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.456734 (needs d*>0).
"
125,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.469081 (needs d*>0).
"
126,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.481231 (needs d*>0).
"
127,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.493190 (needs d*>0).
"
128,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.504961 (needs d*>0).
"
129,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.516551 (needs d*>0).
"
130,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.527962 (needs d*>0).
"
131,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.539199 (needs d*>0).
"
132,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.550266 (needs d*>0).
"
133,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.561166 (needs d*>0).
"
134,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.571904 (needs d*>0).
"
135,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.582482 (needs d*>0).
"
136,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.592905 (needs d*>0).
"
137,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.603176 (needs d*>0).
"
138,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.613298 (needs d*>0).
"
139,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.623274 (needs d*>0).
"
140,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.633108 (needs d*>0).
"
141,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.642802 (needs d*>0).
"
142,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.652360 (needs d*>0).
"
143,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.661784 (needs d*>0).
"
144,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.671077 (needs d*>0).
"
145,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.680242 (needs d*>0).
"
146,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.689281 (needs d*>0).
"
147,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.698198 (needs d*>0).
"
148,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.706994 (needs d*>0).
"
149,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.715672 (needs d*>0).
"
150,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.724234 (needs d*>0).
"
151,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.732683 (needs d*>0).
"
152,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.741020 (needs d*>0).
"
153,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.749249 (needs d*>0).
"
154,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.757371 (needs d*>0).
"
155,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.765388 (needs d*>0).
"
156,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.773302 (needs d*>0).
"
157,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.781115 (needs d*>0).
"
158,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.788830 (needs d*>0).
"
159,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.796447 (needs d*>0).
"
160,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.803969 (needs d*>0).
"
